0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,30
35,34
36,45
37,34
38,28
39,41
40,35
41,35
42,32
43,41
44,47
45,43
46,37
47,20
48,41
49,47
50,39
51,31
52,47
53,37
54,44
55,45
56,36
57,42
58,40
59,35
60,48
61,57
62,48
63,41
64,53
65,32
66,42
67,44
68,50
69,44
70,51
71,49
72,72
73,55
74,71
75,69
76,69
77,96
78,83
79,83
80,90
81,104
82,88
83,78
84,94
85,95
86,69
87,81
88,80
89,70
90,73
91,62
92,68
93,66
94,36
95,68
96,48
97,42
98,69
99,41
100,60
101,55
102,55
103,39
104,47
105,55
106,44
107,32
108,41
109,54
110,52
111,44
112,44
113,39
114,46
115,42
116,37
117,47
118,47
119,59
120,44
121,40
122,51
123,42
124,43
125,43
126,46
127,45
128,56
129,54
130,49
131,39
132,33
133,40
134,44
135,54
136,54
137,49
138,41
139,41
140,47
141,43
142,48
143,44
144,40
145,43
146,48
147,47
148,48
149,50
150,51
151,45
152,40
153,51
154,44
155,56
156,43
157,43
158,54
159,62
160,38
161,41
162,53
163,52
164,50
165,59
166,52
167,40
168,38
169,42
170,34
171,43
172,41
173,41
174,47
175,46
176,41
177,43
178,38
179,37
180,50
181,51
182,53
183,41
184,58
185,48
186,42
187,58
188,37
189,47
190,48
191,42
192,37
193,45
194,44
195,52
196,57
197,53
198,51
199,36
200,42
201,51
202,62
203,47
204,47
205,54
206,54
207,45
208,65
209,56
210,45
211,58
212,40
213,51
214,51
215,46
216,56
217,63
218,67
219,51
220,59
221,38
222,67
223,57
224,61
225,57
226,59
227,63
228,47
229,59
230,62
231,55
232,63
233,59
234,61
235,68
236,60
237,51
238,51
239,59
240,68
241,61
242,72
243,44
244,72
245,69
246,50
247,66
248,58
249,63
250,63
251,81
252,64
253,66
254,54
255,64
256,70
257,63
258,73
259,71
260,63
261,55
262,61
263,81
264,52
265,60
266,59
267,63
268,72
269,63
270,62
271,54
272,56
273,60
274,69
275,56
276,52
277,57
278,72
279,53
280,38
281,58
282,65
283,62
284,57
285,49
286,37
287,66
288,64
289,64
290,51
291,61
292,47
293,69
294,40
295,55
296,61
297,47
298,44
299,51
300,58
301,56
302,61
303,45
304,53
305,43
306,46
307,48
308,47
309,43
310,53
311,44
312,41
313,65
314,49
315,53
316,55
317,47
318,55
319,50
320,42
321,49
322,40
323,42
324,47
325,40
326,52
327,48
328,51
329,49
330,37
331,40
332,46
333,52
334,47
335,42
336,48
337,31
338,47
339,39
340,31
341,37
342,47
343,29
344,38
345,47
346,38
347,45
348,42
349,38
350,43
351,47
352,32
353,47
354,38
355,41
356,28
357,36
358,28
359,38
360,33
361,39
362,41
363,44
364,28
365,34
366,28
367,29
368,50
369,30
370,30
371,34
372,35
373,33
374,44
375,35
376,37
377,36
378,30
379,40
380,24
381,32
382,42
383,26
384,25
385,32
386,38
387,27
388,37
389,37
390,34
391,28
392,23
393,43
394,32
395,40
396,40
397,33
398,38
399,29
400,32
401,26
402,35
403,23
404,30
405,28
406,24
407,37
408,20
409,19
410,32
411,40
412,23
413,41
414,30
415,41
416,32
417,38
418,25
419,30
420,32
421,34
422,38
423,29
424,25
425,23
426,35
427,37
428,40
429,23
430,32
431,35
432,33
433,30
434,32
435,31
436,31
437,27
438,22
439,33
440,27
441,23
442,35
443,29
444,35
445,34
446,29
447,31
448,26
449,22
450,27
451,28
452,27
453,30
454,26
455,25
456,30
457,22
458,38
459,33
460,38
461,29
462,29
463,21
464,26
465,21
466,39
467,16
468,18
469,20
470,26
471,33
472,47
473,30
474,23
475,30
476,27
477,25
478,32
479,23
480,36
481,35
482,29
483,34
484,21
485,33
486,38
487,31
488,27
489,25
490,29
491,30
492,25
493,37
494,21
495,40
496,30
497,31
498,31
499,37
500,32
501,38
502,34
503,44
504,28
505,39
506,37
507,48
508,38
509,28
510,30
511,32
512,47
513,45
514,33
515,26
516,37
517,44
518,39
519,28
520,55
521,38
522,39
523,38
524,49
525,41
526,51
527,42
528,45
529,45
530,38
531,56
532,33
533,55
