0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,179
34,984
35,887
36,672
37,520
38,506
39,365
40,282
41,237
42,202
43,198
44,166
45,160
46,152
47,139
48,137
49,110
50,117
51,143
52,120
53,120
54,136
55,143
56,113
57,142
58,129
59,136
60,131
61,125
62,126
63,128
64,114
65,131
66,130
67,127
68,121
69,125
70,129
71,135
72,177
73,160
74,151
75,154
76,176
77,195
78,200
79,190
80,226
81,227
82,227
83,231
84,229
85,224
86,217
87,221
88,221
89,215
90,221
91,175
92,190
93,196
94,162
95,153
96,176
97,160
98,129
99,168
100,145
101,125
102,115
103,142
104,133
105,139
106,124
107,122
108,134
109,120
110,90
111,113
112,119
113,142
114,105
115,121
116,107
117,116
118,129
119,122
120,110
121,115
122,112
123,106
124,105
125,111
126,111
127,116
128,121
129,144
130,131
131,118
132,113
133,136
134,122
135,133
136,115
137,132
138,124
139,120
140,101
141,120
142,144
143,116
144,139
145,133
146,112
147,131
148,118
149,124
150,113
151,127
152,120
153,117
154,129
155,139
156,108
157,134
158,118
159,133
160,127
161,140
162,103
163,130
164,145
165,112
166,121
167,139
168,131
169,122
170,157
171,126
172,129
173,136
174,129
175,121
176,109
177,116
178,134
179,128
180,142
181,130
182,119
183,109
184,117
185,124
186,126
187,139
188,144
189,146
190,138
191,97
192,134
193,136
194,142
195,171
196,130
197,135
198,138
199,167
200,145
201,148
202,159
203,151
204,153
205,138
206,167
207,154
208,166
209,166
210,175
211,173
212,191
213,176
214,185
215,183
216,172
217,169
218,196
219,191
220,194
221,195
222,208
223,196
224,221
225,197
226,190
227,201
228,201
229,197
230,208
231,204
232,205
233,175
234,196
235,208
236,187
237,221
238,191
239,178
240,189
241,220
242,187
243,191
244,184
245,195
246,200
247,212
248,171
249,187
250,186
251,185
252,179
253,205
254,160
255,183
256,178
257,181
258,177
259,176
260,169
261,169
262,167
263,168
264,157
265,165
266,139
267,158
268,166
269,161
270,161
271,127
272,150
273,134
274,156
275,144
276,152
277,176
278,128
279,151
280,135
281,167
282,138
283,135
284,133
285,149
286,118
287,136
288,151
289,144
290,141
291,142
292,140
293,132
294,141
295,152
296,136
297,114
298,136
299,130
300,124
301,122
302,141
303,134
304,146
305,147
306,120
307,117
308,125
309,138
310,105
311,144
312,147
313,127
314,127
315,109
316,118
317,145
318,106
319,116
320,122
321,100
322,118
323,113
324,114
325,102
326,115
327,126
328,131
329,109
330,101
331,128
332,123
333,107
334,110
335,116
336,97
337,131
338,106
339,113
340,108
341,119
342,100
343,100
344,83
345,118
346,103
347,102
348,97
349,102
350,121
351,129
352,103
353,104
354,111
355,113
356,102
357,105
358,93
359,92
360,104
361,108
362,91
363,108
364,97
365,109
366,100
367,123
368,102
369,115
370,90
371,103
372,109
373,111
374,111
375,107
376,95
377,110
378,105
379,94
380,110
381,101
382,98
383,121
384,99
385,104
386,97
387,104
388,89
389,97
390,94
391,106
392,107
393,116
394,116
395,118
396,99
397,117
398,106
399,91
400,91
401,92
402,119
403,103
404,96
405,88
406,120
407,110
408,99
409,101
410,132
411,89
412,103
413,95
414,112
415,102
416,92
417,117
418,93
419,114
420,93
421,98
422,110
423,114
424,88
425,113
426,104
427,127
428,111
429,106
430,107
431,81
432,123
433,107
434,88
435,123
436,104
437,126
438,99
439,97
440,126
441,113
442,125
443,105
444,116
445,106
446,97
447,118
448,111
449,91
450,87
451,99
452,100
453,114
454,105
455,105
456,117
457,112
458,101
459,119
460,116
461,132
462,110
463,95
464,108
465,116
466,91
467,107
468,101
469,113
470,114
471,110
472,114
473,115
474,109
475,98
476,105
477,113
478,123
479,105
480,102
481,102
482,98
483,82
484,94
485,93
486,86
487,118
488,87
489,80
490,73
491,98
492,89
493,95
494,65
495,88
496,87
497,71
498,71
499,78
500,80
501,75
502,62
503,69
504,63
505,65
506,69
507,54
508,57
509,65
510,60
511,47
512,48
513,52
514,37
515,49
516,46
517,45
518,49
519,43
520,42
521,38
522,34
523,51
524,31
525,29
526,30
527,46
528,34
529,34
530,26
531,40
532,34
533,24
