0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,1
33,82
34,822
35,1018
36,1021
37,1007
38,976
39,1060
40,1023
41,1081
42,1039
43,1134
44,1089
45,1081
46,1076
47,1096
48,1011
49,935
50,1050
51,1061
52,978
53,1042
54,974
55,1002
56,1006
57,1064
58,1049
59,1033
60,1062
61,1151
62,1105
63,1082
64,1109
65,1124
66,1111
67,1204
68,1204
69,1250
70,1250
71,1266
72,1408
73,1529
74,1537
75,1650
76,1805
77,1776
78,1865
79,1985
80,2023
81,2098
82,2055
83,2036
84,2005
85,1910
86,1854
87,1769
88,1756
89,1596
90,1568
91,1549
92,1431
93,1513
94,1460
95,1345
96,1331
97,1300
98,1287
99,1216
100,1214
101,1056
102,1033
103,1081
104,1112
105,1050
106,1023
107,1018
108,1023
109,943
110,980
111,1026
112,984
113,923
114,975
115,963
116,915
117,1024
118,956
119,1034
120,919
121,1004
122,1012
123,1049
124,969
125,1028
126,1040
127,982
128,1014
129,1014
130,987
131,1040
132,984
133,1027
134,1083
135,1074
136,1033
137,1044
138,1038
139,999
140,1050
141,1056
142,968
143,1035
144,1071
145,1046
146,1007
147,1057
148,1065
149,1084
150,1056
151,1054
152,1054
153,1062
154,1142
155,1055
156,1089
157,1035
158,1068
159,1024
160,1012
161,1057
162,1090
163,1104
164,1108
165,1088
166,1125
167,1130
168,1068
169,1147
170,1104
171,1134
172,1047
173,1140
174,1142
175,1146
176,1203
177,1231
178,1163
179,1196
180,1246
181,1299
182,1384
183,1320
184,1371
185,1432
186,1335
187,1452
188,1459
189,1505
190,1472
191,1514
192,1409
193,1547
194,1580
195,1532
196,1612
197,1617
198,1655
199,1646
200,1591
201,1609
202,1615
203,1696
204,1695
205,1660
206,1673
207,1623
208,1693
209,1681
210,1629
211,1660
212,1641
213,1639
214,1597
215,1655
216,1689
217,1610
218,1661
219,1543
220,1544
221,1630
222,1569
223,1554
224,1523
225,1512
226,1522
227,1553
228,1556
229,1500
230,1473
231,1543
232,1507
233,1476
234,1439
235,1451
236,1467
237,1495
238,1443
239,1466
240,1378
241,1394
242,1364
243,1376
244,1370
245,1401
246,1397
247,1394
248,1337
249,1353
250,1406
251,1398
252,1338
253,1365
254,1428
255,1279
256,1393
257,1307
258,1290
259,1284
260,1280
261,1331
262,1314
263,1314
264,1304
265,1273
266,1242
267,1279
268,1273
269,1270
270,1284
271,1244
272,1225
273,1208
274,1174
275,1210
276,1204
277,1187
278,1189
279,1179
280,1203
281,1210
282,1265
283,1167
284,1156
285,1195
286,1159
287,1132
288,1137
289,1091
290,1154
291,1155
292,1153
293,1142
294,1155
295,1130
296,1149
297,1130
298,1110
299,1107
300,1108
301,1108
302,1154
303,1094
304,1127
305,1115
306,1060
307,1152
308,1099
309,1104
310,1110
311,1115
312,1087
313,1081
314,1133
315,1087
316,1129
317,1051
318,1100
319,1046
320,1087
321,1104
322,1105
323,1034
324,1100
325,1110
326,1073
327,989
328,1024
329,1067
330,1021
331,1019
332,1039
333,1023
334,1009
335,983
336,957
337,934
338,935
339,905
340,939
341,916
342,860
343,869
344,823
345,861
346,862
347,851
348,803
349,773
350,782
351,760
352,730
353,665
354,794
355,729
356,695
357,695
358,678
359,644
360,617
361,616
362,609
363,568
364,592
365,567
366,529
367,538
368,563
369,501
370,495
371,501
372,479
373,504
374,495
375,487
376,427
377,489
378,440
379,472
380,437
381,432
382,418
383,410
384,421
385,400
386,406
387,413
388,386
389,374
390,397
391,391
392,397
393,349
394,358
395,385
396,350
397,365
398,356
399,338
400,332
401,320
402,331
403,350
404,307
405,318
406,328
407,337
408,323
409,346
410,338
411,329
412,322
413,319
414,297
415,305
416,312
417,334
418,300
419,280
420,302
421,299
422,256
423,305
424,294
425,273
426,272
427,284
428,295
429,260
430,279
431,256
432,267
433,257
434,275
435,278
436,275
437,254
438,254
439,243
440,273
441,254
442,238
443,249
444,249
445,254
446,257
447,277
448,233
449,239
450,258
451,253
452,270
453,259
454,267
455,285
456,269
457,233
458,278
459,261
460,259
461,244
462,270
463,255
